"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-01","2022","11","01","","8.0","","0.9","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-02","2022","11","02","","4.0","","-5.7","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","","","28","","48",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-03","2022","11","03","","0.5","","-8.4","","-4.0","","22.0","","0.0","","0.5","","1.8","","2.3","","0","T","10","","35",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-04","2022","11","04","","4.2","","0.2","","2.2","","15.8","","0.0","","4.4","","2.0","","6.3","","1","","10","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-05","2022","11","05","","6.7","","-0.9","","2.9","","15.1","","0.0","","2.6","","0.7","","3.5","","0","T","27","","34",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-06","2022","11","06","","1.3","","-2.1","","-0.4","","18.4","","0.0","","0.0","","2.8","","2.4","","0","T","8","","33",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-07","2022","11","07","","-0.1","","-8.9","","-4.5","","22.5","","0.0","","0.0","","2.0","","1.5","","3","","26","","66",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-08","2022","11","08","","-6.7","","-12.1","","-9.4","","27.4","","0.0","","0.0","","0.0","T","0.0","T","3","","27","","43",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-09","2022","11","09","","-7.2","","-14.0","","-10.6","","28.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-10","2022","11","10","","-6.3","","-13.4","","-9.9","","27.9","","0.0","","0.0","","0.0","T","0.0","T","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-11","2022","11","11","","-2.9","","-9.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-12","2022","11","12","","-0.2","","-6.0","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-13","2022","11","13","","-0.2","","-6.0","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-14","2022","11","14","","0.0","","-5.5","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-15","2022","11","15","","0.8","","-2.2","","-0.7","","18.7","","0.0","","0.0","","0.0","T","0.0","T","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-16","2022","11","16","","0.2","","-3.3","","-1.6","","19.6","","0.0","","0.0","","0.0","T","0.0","T","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-17","2022","11","17","","-1.2","","-9.7","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-18","2022","11","18","","-4.9","","-9.9","","-7.4","","25.4","","0.0","","0.0","","0.0","T","0.0","T","2","E","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-19","2022","11","19","","-3.2","","-8.0","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-20","2022","11","20","","-0.7","","-7.5","","-4.1","","22.1","","0.0","","0.0","","0.0","T","0.0","T","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-21","2022","11","21","","1.9","","-5.7","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-22","2022","11","22","","2.5","","-1.2","","0.7","","17.3","","0.0","","0.0","","5.2","","5.2","","1","","8","","51",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-23","2022","11","23","","2.2","","0.0","","1.1","","16.9","","0.0","","0.0","","0.0","T","0.0","T","3","","11","","39",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-24","2022","11","24","","6.0","","1.3","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","1","","8","","55",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-25","2022","11","25","","4.6","","-1.9","","1.4","","16.6","","0.0","","1.9","","0.0","","1.9","","1","","11","","60",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-26","2022","11","26","","7.7","","-2.5","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","0","T","11","","48",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-27","2022","11","27","","6.5","","-2.2","","2.2","","15.8","","0.0","","0.4","","0.0","T","0.4","","0","T","35","","82",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-28","2022","11","28","","-2.0","","-9.7","","-5.9","","23.9","","0.0","","0.0","","0.0","","0.0","","","","29","","65",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-29","2022","11","29","","-6.7","","-13.1","","-9.9","","27.9","","0.0","","0.0","","1.0","","1.0","","0","T","14","","34",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-11-30","2022","11","30","","0.3","","-10.8","","-5.3","","23.3","","0.0","","0.0","","3.0","","3.0","","4","","28","","61",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-01","2022","12","01","","-10.8","","-18.8","","-14.8","","32.8","","0.0","","0.0","","0.0","","0.0","","3","","27","","53",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-02","2022","12","02","","-13.3","","-20.1","","-16.7","","34.7","","0.0","","0.0","","0.0","T","0.0","T","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-03","2022","12","03","","-8.8","","-15.2","","-12.0","","30.0","","0.0","","0.0","","0.2","","0.2","","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-04","2022","12","04","","-6.0","","-12.3","","-9.2","","27.2","","0.0","","0.0","","0.0","T","0.0","T","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-05","2022","12","05","","-6.6","","-11.0","","-8.8","","26.8","","0.0","","0.0","","0.0","T","0.0","T","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-06","2022","12","06","","-4.7","","-10.6","","-7.7","","25.7","","0.0","","0.0","","0.0","T","0.0","T","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-07","2022","12","07","","-2.5","","-10.9","","-6.7","","24.7","","0.0","","0.0","","0.0","","0.0","","2","","10","","36",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-08","2022","12","08","","1.7","","-4.1","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","2","","11","","51",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-09","2022","12","09","","-0.6","","-10.7","","-5.7","","23.7","","0.0","","0.0","","0.0","T","0.0","T","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-10","2022","12","10","","2.0","","-0.7","","0.7","","17.3","","0.0","","0.5","","1.4","","1.8","","3","","10","","41",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-11","2022","12","11","","2.5","","-0.5","","1.0","","17.0","","0.0","","1.6","","0.0","T","1.6","","2","","27","","54",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-12","2022","12","12","","-0.5","","-5.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","1","","27","","49",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-13","2022","12","13","","-1.4","","-4.3","","-2.9","","20.9","","0.0","","0.0","","0.6","","0.6","","1","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-14","2022","12","14","","-2.4","","-9.9","","-6.2","","24.2","","0.0","","0.0","","0.0","T","0.0","T","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-15","2022","12","15","","-2.2","","-9.8","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-16","2022","12","16","","-4.1","","-9.6","","-6.9","","24.9","","0.0","","0.0","","0.0","T","0.0","T","2","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-17","2022","12","17","","-2.4","","-10.6","","-6.5","","24.5","","0.0","","0.0","","1.6","","0.9","","2","","28","","58",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-18","2022","12","18","","-10.5","","-20.5","","-15.5","","33.5","","0.0","","0.0","","0.0","T","0.0","T","3","","29","","58",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-19","2022","12","19","","-19.1","","-23.7","","-21.4","","39.4","","0.0","","0.0","","0.0","","0.0","","3","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-20","2022","12","20","","-19.9","","-23.4","","-21.7","","39.7","","0.0","","0.0","","2.0","","2.0","","3","","29","","47",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-21","2022","12","21","","-19.9","","-26.8","","-23.4","","41.4","","0.0","","0.0","T","0.0","","0.0","T","4","E","27","","37",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-22","2022","12","22","","-22.2","","-30.3","","-26.3","","44.3","","0.0","","0.0","","0.0","T","0.0","T","4","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-23","2022","12","23","","-9.5","","-22.2","","-15.9","","33.9","","0.0","","0.0","","1.6","","1.6","","7","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-24","2022","12","24","","-3.2","","-10.5","","-6.9","","24.9","","0.0","","0.0","","0.0","T","0.0","T","7","","8","","47",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-25","2022","12","25","","-0.9","","-8.6","","-4.8","","22.8","","0.0","","0.2","","0.0","T","0.2","","7","","11","","46",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-26","2022","12","26","","9.8","","-1.3","","4.3","","13.7","","0.0","","0.0","","0.0","T","0.0","T","7","","8","","55",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-27","2022","12","27","","4.5","","1.6","","3.1","","14.9","","0.0","","6.8","","0.0","","6.8","","0","T","10","","34",""
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-28","2022","12","28","","3.9","","-1.3","","1.3","","16.7","","0.0","","5.0","","0.0","","5.0","","","","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-29","2022","12","29","","0.4","","-4.0","","-1.8","","19.8","","0.0","","0.0","","0.4","","0.4","","0","T","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-30","2022","12","30","","2.3","","-0.2","","1.1","","16.9","","0.0","","0.0","","4.6","","2.4","","0","T","","M","","M"
"-120.45","50.70","KAMLOOPS A","1163781","2022-12-31","2022","12","31","","1.9","","0.0","","1.0","","17.0","","0.0","","0.0","T","0.0","","0.0","T","4","","","M","","M"
